PatientId,adapted_credit_score
39217.84439,655.0
141724.16655,655.0
537615.28476,655.0
22638656.0,720.0
52168938.0,655.0
62497926.0,655.0
64851211.0,393.0
78385479.0,655.0
79228495.0,655.0
86584742.0,655.0
87996454.0,0.0
95313115.0,655.0
122451254.0,0.0
132818181.0,655.0
142133299.0,393.0
178168233.0,655.0
188964456.0,655.0
211124677.0,655.0
251541539.0,548.0
253866521.0,655.0
274297149.0,655.0
318385314.0,655.0
319947764.0,655.0
342478778.0,0.0
355744126.0,393.0
411777183.0,0.0
422861257.0,720.0
428834933.0,720.0
483277945.0,0.0
486736716.0,0.0
499252831.0,393.0
522584745.0,112.0
522886422.0,0.0
529485485.0,720.0
557358235.0,655.0
564947796.0,720.0
571943573.0,655.0
573397883.0,0.0
575362723.0,548.0
579721997.0,655.0
589194383.0,0.0
595835262.0,655.0
646957869.0,0.0
661337357.0,655.0
672348511.0,0.0
678577271.0,655.0
688516649.0,655.0
689299767.0,655.0
716174821.0,548.0
724118924.0,655.0
744463183.0,655.0
753261394.0,0.0
812275542.0,655.0
817662677.0,655.0
828667612.0,393.0
838442288.0,655.0
845616249.0,720.0
864526747.0,0.0
895999247.0,0.0
911263699.0,0.0
921668868.0,655.0
934644983.0,803.0
967387793.0,803.0
978277238.0,655.0
991142169.0,655.0
997694529.0,655.0
1123235493.0,655.0
1179448256.0,767.0
1192462358.0,655.0
1217364296.0,548.0
1239925191.0,655.0
1257286674.0,720.0
1269422141.0,655.0
1286321267.0,655.0
1287268552.0,0.0
1348736191.0,655.0
1416475328.0,655.0
1435465416.0,767.0
1436284497.0,655.0
1475697376.0,0.0
1516446987.0,655.0
1522621357.0,655.0
1525579123.0,655.0
1547488338.0,655.0
1559616249.0,548.0
1595995993.0,655.0
1611158895.0,767.0
1621474232.0,393.0
1637951449.0,655.0
1671347913.0,0.0
1711618823.0,857.0
1716822537.0,655.0
1728293542.0,655.0
1731654939.0,0.0
1747723489.0,655.0
1764922447.0,0.0
1787165631.0,655.0
1833788876.0,655.0
1833979177.0,655.0
1945296992.0,655.0
1962995721.0,655.0
1974551297.0,655.0
1976945626.0,393.0
1992944375.0,655.0
1993295234.0,655.0
1994378447.0,393.0
2157843563.0,655.0
2157991835.0,0.0
2173197679.0,0.0
2177192956.0,0.0
2225327916.0,0.0
2237714438.0,330.0
2281166355.0,655.0
2291664881.0,655.0
2327247812.0,720.0
2334597774.0,655.0
2345752713.0,720.0
2358249744.0,720.0
2358316924.0,767.0
2439366725.0,857.0
2489443762.0,655.0
2518486831.0,655.0
2522418752.0,548.0
2533277424.0,0.0
2543813336.0,655.0
2545273424.0,0.0
2554512936.0,720.0
2563979588.0,767.0
2625969399.0,655.0
2638498677.0,655.0
2639487112.0,393.0
2668728544.0,393.0
2684594265.0,0.0
2759816938.0,655.0
2787316165.0,0.0
2792865235.0,655.0
2821178167.0,655.0
2824112858.0,0.0
2846558752.0,0.0
2861533325.0,720.0
2862722298.0,0.0
2862957784.0,393.0
2874488152.0,767.0
2889299353.0,655.0
2913212925.0,655.0
2924217767.0,0.0
2935983665.0,655.0
2968825653.0,393.0
3111522332.0,393.0
3125349418.0,655.0
3177566516.0,767.0
3183716914.0,548.0
3186193545.0,655.0
3226442161.0,0.0
3245281753.0,655.0
3245753169.0,655.0
3262899978.0,0.0
3278479335.0,655.0
3327695577.0,655.0
3345256473.0,0.0
3361362293.0,655.0
3362556732.0,0.0
3384747124.0,655.0
3423831496.0,655.0
3539433369.0,0.0
3543169876.0,393.0
3548836555.0,655.0
3558342838.0,655.0
3625562421.0,655.0
3632844474.0,655.0
3663395134.0,393.0
3666518197.0,655.0
3721243543.0,393.0
3736685742.0,655.0
3742149791.0,655.0
3843857826.0,655.0
3884668671.0,720.0
3891111139.0,655.0
3894219735.0,655.0
3913442752.0,655.0
3926582922.0,655.0
3955881672.0,655.0
3962493437.0,767.0
3967992386.0,0.0
3979941866.0,655.0
3996325244.0,475.0
3997599782.0,720.0
4164552617.0,0.0
4211396155.0,112.0
4224295661.0,655.0
4252579869.0,655.0
4272172274.0,655.0
4313117935.0,655.0
4334182739.0,655.0
4378689621.0,0.0
4382724429.0,767.0
4382787292.0,655.0
4386888521.0,655.0
4394442625.0,0.0
4435747333.0,720.0
4462465628.0,655.0
4471762837.0,720.0
4476643187.0,655.0
4497415116.0,734.0
4497928226.0,655.0
4584725773.0,655.0
4587737381.0,475.0
4674269217.0,720.0
4678821337.0,655.0
4748999887.0,0.0
4795951931.0,0.0
4849177458.0,655.0
4864644437.0,0.0
4877957768.0,655.0
4878186365.0,0.0
4921979278.0,655.0
4932739534.0,655.0
4949162539.0,0.0
4952896314.0,655.0
4974943167.0,655.0
5121364839.0,655.0
5146917617.0,655.0
5194887341.0,655.0
5215734961.0,0.0
5217923756.0,0.0
5219432953.0,655.0
5239641783.0,0.0
5282864689.0,393.0
5314616567.0,655.0
5342623392.0,0.0
5353693525.0,655.0
5354749895.0,720.0
5361981931.0,655.0
5395493587.0,330.0
5432293155.0,655.0
5451996582.0,720.0
5527726746.0,655.0
5531893983.0,393.0
5548644996.0,655.0
5583831233.0,0.0
5617244529.0,655.0
5666372534.0,655.0
5724493942.0,655.0
5736921769.0,0.0
5737164248.0,767.0
5761141516.0,65.0
5764895753.0,655.0
5771997764.0,393.0
5795318431.0,0.0
5819325415.0,330.0
5827759895.0,0.0
5847745782.0,655.0
5871888516.0,393.0
5893727986.0,655.0
5922973529.0,655.0
5938223113.0,655.0
5943332891.0,655.0
5994213127.0,0.0
6131244491.0,0.0
6132488393.0,655.0
6162834735.0,720.0
6179615876.0,655.0
6199131898.0,720.0
6213963421.0,0.0
6219736722.0,655.0
6228593685.0,655.0
6242969471.0,655.0
6293551454.0,0.0
6313453493.0,655.0
6337878273.0,655.0
6349671815.0,0.0
6368279598.0,655.0
6387253373.0,655.0
6392484314.0,548.0
6416386781.0,0.0
6483732335.0,767.0
6513449884.0,720.0
6523718199.0,655.0
6557464865.0,655.0
6621255891.0,767.0
6648984491.0,393.0
6677821725.0,655.0
6683417347.0,0.0
6697537246.0,393.0
6699834534.0,0.0
6714634847.0,0.0
6736672122.0,393.0
6739115135.0,655.0
6743693219.0,655.0
6743761219.0,803.0
6777664857.0,655.0
6781655861.0,720.0
6783391844.0,639.0
6836642964.0,655.0
6852199333.0,655.0
6863418972.0,655.0
6865177631.0,393.0
6871155455.0,655.0
6885123167.0,655.0
6897331526.0,720.0
6898558462.0,655.0
6899181632.0,655.0
6911115323.0,655.0
6968229234.0,655.0
6971282997.0,655.0
6977242516.0,720.0
7113291941.0,655.0
7115887731.0,720.0
7126148416.0,655.0
7154597214.0,393.0
7187739992.0,655.0
7199465495.0,655.0
7216311515.0,655.0
7236432115.0,655.0
7238332298.0,655.0
7241322434.0,0.0
7241429838.0,803.0
7242994711.0,655.0
7267441746.0,0.0
7271113886.0,655.0
7273591556.0,0.0
7278736999.0,720.0
7314216768.0,655.0
7333554829.0,914.0
7352947459.0,655.0
7354169115.0,393.0
7423158288.0,720.0
7432487864.0,655.0
7526322847.0,655.0
7545327314.0,720.0
7586771862.0,0.0
7611823977.0,897.0
7616184176.0,655.0
7626982863.0,655.0
7684144669.0,393.0
7728476877.0,655.0
7732988271.0,655.0
7743317227.0,655.0
7746922913.0,655.0
7776384336.0,655.0
7777719263.0,0.0
7868197293.0,655.0
7961764434.0,475.0
7972432873.0,655.0
7992948186.0,655.0
7998276278.0,655.0
8118513863.0,0.0
8126131834.0,0.0
8153733646.0,655.0
8162772422.0,0.0
8167327429.0,655.0
8168225487.0,655.0
8188481692.0,548.0
8189212172.0,655.0
8198999667.0,0.0
8212738132.0,655.0
8224198656.0,655.0
8257944695.0,65.0
8258852716.0,655.0
8354655241.0,393.0
8413943722.0,655.0
8474369294.0,720.0
8518668668.0,655.0
8544285618.0,655.0
8588517654.0,0.0
8631724924.0,393.0
8667275423.0,655.0
8667414496.0,655.0
8674659773.0,655.0
8691447835.0,0.0
8696612447.0,393.0
8719648941.0,655.0
8785614348.0,0.0
8812975493.0,0.0
8831446545.0,639.0
8835511343.0,655.0
8845117229.0,720.0
8849459824.0,720.0
8883365232.0,720.0
8945691167.0,655.0
8951739271.0,655.0
8954173835.0,655.0
8957273989.0,393.0
8962248253.0,393.0
8963716727.0,655.0
8971842352.0,655.0
9159538979.0,655.0
9178411794.0,655.0
9256524251.0,655.0
9258245273.0,0.0
9267984617.0,655.0
9274143146.0,655.0
9286653679.0,655.0
9342494211.0,655.0
9395668473.0,655.0
9398357983.0,655.0
9421397877.0,655.0
9432277143.0,0.0
9433924584.0,720.0
9447215538.0,0.0
9451329215.0,393.0
9489346198.0,720.0
9516412262.0,655.0
9528227943.0,655.0
9534237248.0,655.0
9576364752.0,655.0
9578266292.0,393.0
9632334982.0,655.0
9641158732.0,0.0
9657623573.0,767.0
9657882729.0,655.0
9659978278.0,720.0
9691376446.0,748.0
9693529619.0,0.0
9713974542.0,655.0
9734335381.0,393.0
9739765691.0,393.0
9742379415.0,655.0
9822273977.0,655.0
9828549939.0,0.0
9859555635.0,655.0
9884913194.0,393.0
9886542359.0,393.0
9886917346.0,720.0
9943728829.0,897.0
9984717667.0,655.0
11118512139.0,655.0
11171121435.0,0.0
11218869695.0,767.0
11262164636.0,655.0
11368416823.0,655.0
11372492372.0,0.0
11389436223.0,655.0
11396144663.0,655.0
11425873399.0,655.0
11474894783.0,65.0
11482762943.0,655.0
11595147151.0,439.0
11879229889.0,0.0
11919882439.0,393.0
11934776443.0,0.0
11939987322.0,65.0
11952669811.0,720.0
11957316286.0,393.0
11964242437.0,393.0
12133611952.0,655.0
12295925299.0,720.0
12297485392.0,655.0
12329659439.0,655.0
12336196115.0,655.0
12366157919.0,655.0
12367144851.0,655.0
12369254981.0,655.0
12381797496.0,655.0
12387464294.0,0.0
12438992529.0,655.0
12457258714.0,655.0
12463958997.0,655.0
12546561218.0,655.0
12571785556.0,0.0
12652288542.0,439.0
12759473281.0,655.0
12789588223.0,767.0
12799954661.0,0.0
12938587442.0,65.0
12943811169.0,0.0
12972337585.0,0.0
12998833612.0,655.0
13122352699.0,655.0
13165781695.0,655.0
13183335914.0,655.0
13238621341.0,767.0
13254361845.0,655.0
13261651963.0,655.0
13356889381.0,720.0
13396766884.0,655.0
13446682984.0,655.0
13528559579.0,655.0
13621981994.0,691.0
13665147751.0,655.0
13721577647.0,655.0
13726233339.0,655.0
13797662452.0,655.0
13893191152.0,0.0
13985154212.0,720.0
14144673327.0,720.0
14152378647.0,0.0
14195714151.0,330.0
14225426642.0,639.0
14243655218.0,655.0
14246513656.0,655.0
14276248552.0,655.0
14358782895.0,655.0
14395375733.0,0.0
14425282691.0,393.0
14431634464.0,393.0
14457534325.0,655.0
14493114992.0,0.0
14538558819.0,0.0
14563458938.0,655.0
14569146776.0,548.0
14584333893.0,393.0
14737321559.0,720.0
14817536338.0,655.0
14844682413.0,393.0
14868347255.0,393.0
14868378161.0,0.0
14878649278.0,655.0
14898544849.0,720.0
14927846323.0,0.0
14972236416.0,655.0
14979379593.0,720.0
15199342431.0,65.0
15274258642.0,720.0
15296119141.0,548.0
15347269128.0,720.0
15444645291.0,0.0
15548196394.0,655.0
15585474733.0,701.0
15612864296.0,720.0
15619587718.0,655.0
15642796285.0,655.0
15723691996.0,655.0
15738322515.0,0.0
15753969676.0,655.0
15772523636.0,720.0
15826797721.0,655.0
15846611584.0,311.0
15854559464.0,720.0
15967111767.0,0.0
15978732787.0,0.0
15986157972.0,655.0
16119749222.0,393.0
16163556435.0,655.0
16174718963.0,655.0
16179957944.0,0.0
16257742643.0,655.0
16278278127.0,655.0
16329769629.0,65.0
16515873865.0,914.0
16612293298.0,393.0
16618357645.0,655.0
16637872197.0,0.0
16674354824.0,548.0
16687794157.0,655.0
16857845516.0,720.0
16862596768.0,720.0
16893874933.0,393.0
16981922799.0,655.0
17113456847.0,655.0
17115842326.0,655.0
17136363657.0,548.0
17242976148.0,655.0
17324677389.0,655.0
17336355347.0,655.0
17341414831.0,0.0
17383824792.0,720.0
17385944962.0,548.0
17389916485.0,655.0
17445426962.0,393.0
17474419783.0,0.0
17498573812.0,0.0
17534779537.0,655.0
17644463364.0,655.0
17682811939.0,0.0
17695532879.0,655.0
17726866337.0,0.0
17727742356.0,655.0
17732886584.0,655.0
17745831468.0,0.0
17811181998.0,393.0
17911116249.0,655.0
17913258599.0,655.0
17928388257.0,720.0
17946266585.0,0.0
18118131718.0,720.0
18133215598.0,655.0
18133374626.0,0.0
18177912587.0,655.0
18196547692.0,655.0
18232518358.0,655.0
18263762174.0,330.0
18315278485.0,655.0
18336692298.0,112.0
18352719842.0,655.0
18363989692.0,655.0
18421172828.0,0.0
18466964723.0,393.0
18517718671.0,655.0
18561425447.0,655.0
18564417426.0,0.0
18615947251.0,393.0
18639894489.0,655.0
18668413134.0,720.0
18786887396.0,0.0
18789576488.0,0.0
18875363788.0,655.0
18934828158.0,0.0
18961433933.0,420.0
19244191822.0,720.0
19252634865.0,720.0
19256341366.0,655.0
19314223565.0,720.0
19457389971.0,0.0
19552974591.0,0.0
19667681765.0,0.0
19738168177.0,655.0
19885627871.0,655.0
19925819923.0,767.0
19946368469.0,0.0
19949992386.0,655.0
21131424962.0,0.0
21156448584.0,0.0
21189449991.0,655.0
21267515595.0,655.0
21337155566.0,655.0
21459928568.0,0.0
21553693921.0,655.0
21561876796.0,720.0
21589186965.0,655.0
21615447545.0,655.0
21623883455.0,0.0
21734783767.0,0.0
21739363569.0,655.0
21819894132.0,655.0
21876922729.0,720.0
21877729295.0,0.0
21927958279.0,655.0
21943357339.0,393.0
21991263528.0,655.0
22111174156.0,655.0
22182439548.0,0.0
22281227833.0,0.0
22357227114.0,0.0
22386154936.0,655.0
22414576941.0,655.0
22556198456.0,655.0
22568953633.0,393.0
22574895823.0,0.0
22615228532.0,655.0
22644535625.0,0.0
22717646632.0,655.0
22728487413.0,393.0
22742784414.0,655.0
22747476153.0,393.0
22757739277.0,720.0
22763243597.0,0.0
22767432965.0,65.0
22777196796.0,720.0
22867514329.0,0.0
22945132778.0,655.0
22952618282.0,655.0
22993495665.0,655.0
23111315246.0,655.0
23237429637.0,655.0
23325212766.0,655.0
23395562859.0,767.0
23478166156.0,655.0
23646494269.0,655.0
23659924699.0,655.0
23714678355.0,655.0
23744446345.0,655.0
23836435422.0,720.0
23839246217.0,0.0
23843378433.0,655.0
23946273141.0,393.0
24155799596.0,548.0
24165916333.0,655.0
24169265844.0,177.0
24274319532.0,0.0
24292279995.0,655.0
24331397598.0,655.0
24359279344.0,655.0
24383227268.0,393.0
24448321454.0,0.0
24477348956.0,720.0
24481798658.0,655.0
24483785344.0,655.0
24494241866.0,393.0
24665778627.0,655.0
24677643658.0,65.0
24734317154.0,548.0
24755945987.0,393.0
24864933341.0,0.0
24911567495.0,720.0
24933258926.0,655.0
24976798128.0,655.0
25127764435.0,0.0
25176434377.0,720.0
25177453727.0,393.0
25216324764.0,0.0
25223128166.0,639.0
25273287777.0,720.0
25281617959.0,655.0
25413487415.0,393.0
25484559992.0,655.0
25524979372.0,655.0
25539235162.0,0.0
25548627411.0,655.0
25565387374.0,655.0
25675813831.0,655.0
25787428171.0,655.0
25789196743.0,0.0
25844757555.0,439.0
25847581541.0,655.0
25889214362.0,655.0
25926418899.0,0.0
25956762634.0,655.0
25993375187.0,655.0
26128529339.0,655.0
26155341748.0,655.0
26166674591.0,0.0
26356187571.0,475.0
26391282317.0,655.0
26415356115.0,655.0
26436947247.0,655.0
26516964241.0,655.0
26534389175.0,720.0
26614579399.0,655.0
26646894483.0,655.0
26659448936.0,691.0
26692468736.0,639.0
26746839475.0,655.0
26748483438.0,0.0
26876325689.0,0.0
26881126559.0,65.0
26915339379.0,655.0
26976979198.0,393.0
27119558393.0,655.0
27183581337.0,655.0
27363771232.0,655.0
27377272363.0,0.0
27392997654.0,720.0
27421527979.0,0.0
27475121125.0,0.0
27558231673.0,655.0
27561993676.0,655.0
27595647695.0,767.0
27612423686.0,393.0
27628335894.0,0.0
27632572548.0,655.0
27737444456.0,655.0
27756475936.0,639.0
27841627383.0,0.0
27855267496.0,0.0
27862844784.0,720.0
27879859432.0,0.0
27947869984.0,655.0
27957796746.0,655.0
27966855183.0,720.0
27989988316.0,655.0
28184435489.0,655.0
28227144234.0,0.0
28229255139.0,655.0
28235368689.0,393.0
28258719663.0,655.0
28318283123.0,393.0
28346623195.0,393.0
28365469381.0,0.0
28434461838.0,655.0
28462341154.0,655.0
28488625399.0,0.0
28516799229.0,224.0
28531359896.0,330.0
28636274117.0,832.0
28677354618.0,720.0
28685737257.0,655.0
28711224327.0,720.0
28718838678.0,720.0
28739964825.0,393.0
28811738418.0,655.0
28824389927.0,655.0
28824672733.0,308.0
28865851445.0,0.0
28939355269.0,701.0
28954234471.0,655.0
29211623591.0,0.0
29332791294.0,655.0
29345821833.0,655.0
29349612739.0,655.0
29374857623.0,655.0
29387789351.0,655.0
29513841931.0,655.0
29517731666.0,655.0
29517772217.0,655.0
29613795936.0,393.0
29677584746.0,767.0
29688485855.0,720.0
29756139284.0,0.0
29758124472.0,393.0
29768732712.0,655.0
29795398639.0,0.0
29967151243.0,655.0
31124277979.0,393.0
31171664169.0,655.0
31178635911.0,0.0
31215721354.0,0.0
31274841326.0,655.0
31338317217.0,720.0
31387931124.0,393.0
31436859172.0,0.0
31478375542.0,655.0
31488963424.0,393.0
31499819677.0,0.0
31595536686.0,655.0
31629517479.0,655.0
31636136317.0,655.0
31638467315.0,655.0
31654764238.0,0.0
31672722812.0,393.0
31689438387.0,720.0
31824245816.0,655.0
31925748742.0,655.0
32136462125.0,655.0
32249967599.0,655.0
32313934987.0,655.0
32351482915.0,971.0
32365926452.0,720.0
32523276926.0,0.0
32543176819.0,0.0
32622346252.0,655.0
32624693174.0,65.0
32676433343.0,639.0
32787752649.0,803.0
32813642911.0,655.0
32864219939.0,655.0
32864914331.0,655.0
32882971673.0,330.0
32887177185.0,655.0
32943477221.0,655.0
32943731375.0,803.0
32954626533.0,0.0
32986296359.0,720.0
33167198526.0,655.0
33195476334.0,655.0
33222557638.0,548.0
33234277869.0,655.0
33269372345.0,655.0
33332838688.0,720.0
33438311349.0,655.0
33462963561.0,655.0
33473243368.0,655.0
33566728287.0,639.0
33567997781.0,655.0
33573514323.0,0.0
33575884379.0,655.0
33653793582.0,655.0
33657713593.0,720.0
33713473292.0,720.0
33747845385.0,0.0
33822854154.0,655.0
33934596791.0,655.0
34127873593.0,548.0
34133285228.0,639.0
34171424354.0,655.0
34177845894.0,655.0
34259167523.0,655.0
34284356443.0,393.0
34353882111.0,0.0
34442989657.0,0.0
34457185625.0,655.0
34573296712.0,0.0
34595442784.0,0.0
34596488731.0,655.0
34635582161.0,0.0
34755718296.0,655.0
34766239641.0,548.0
